[harshitha@csil RankLib]$ java -Xmx5555m  -jar RankLib-2.1-patched.jar  -train Fold3/train.txt -test Fold3/test.txt -validate Fold3/vali.txt -ranker 0 -metric2t NDCG@10 -metric2T NDCG@10 -save mymodel-mart3.txt

[+] General Parameters:
Training data:  Fold3/train.txt
Test data:      Fold3/test.txt
Validation data:        Fold3/vali.txt
Feature vector representation: Dense.
Ranking method: MART
Feature description file:       Unspecified. All features will be used.
Train metric:   NDCG@10
Test metric:    NDCG@10
Feature normalization: No
Model file: mymodel-mart3.txt

[+] MART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [Fold3/train.txt]... [Done.]
(6000 ranked lists, 719111 entries read)
Reading feature file [Fold3/vali.txt]... [Done.]
(2000 ranked lists, 241988 entries read)
Reading feature file [Fold3/test.txt]... [Done.]
(2000 ranked lists, 239093 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V |
---------------------------------
487     | 0.4542    | 0.438     |
488     | 0.4542    | 0.438     |
489     | 0.4542    | 0.438     |
490     | 0.4542    | 0.4379    |
491     | 0.4542    | 0.4379    |
492     | 0.4542    | 0.4379    |
493     | 0.4543    | 0.438     |
494     | 0.4542    | 0.4381    |
495     | 0.4542    | 0.4381    |
496     | 0.4542    | 0.4379    |
497     | 0.4542    | 0.4379    |
498     | 0.4542    | 0.4378    |
499     | 0.4542    | 0.4377    |
500     | 0.4544    | 0.4379    |
501     | 0.4544    | 0.438     |
502     | 0.4546    | 0.4379    |
503     | 0.4546    | 0.438     |
504     | 0.4545    | 0.438     |
505     | 0.4545    | 0.4382    |
506     | 0.4546    | 0.4382    |
507     | 0.4546    | 0.4381    |
508     | 0.4546    | 0.438     |
509     | 0.4547    | 0.4381    |
510     | 0.4547    | 0.438     |
511     | 0.4547    | 0.438     |
512     | 0.4547    | 0.4381    |
513     | 0.4547    | 0.4379    |
514     | 0.4549    | 0.4381    |
515     | 0.4549    | 0.438     |
516     | 0.4547    | 0.4379    |
517     | 0.4547    | 0.4379    |
518     | 0.4548    | 0.4378    |
519     | 0.4548    | 0.4379    |
520     | 0.4546    | 0.4376    |
521     | 0.4548    | 0.4377    |
522     | 0.4549    | 0.4378    |
523     | 0.4549    | 0.4378    |
524     | 0.4548    | 0.4377    |
525     | 0.4549    | 0.4379    |
---------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.4534
NDCG@10 on validation data: 0.4384
---------------------------------
NDCG@10 on test data: 0.4362

Model saved to: mymodel-mart3.txt
