[harshitha@csil RankLib]$ java -Xmx5555m  -jar RankLib-2.1-patched.jar  -train Fold4/train.txt -test Fold4/test.txt -validate Fold4/vali.txt -ranker 0 -metric2t NDCG@10 -metric2T NDCG@10 -save mymodel-mart4.txt

[+] General Parameters:
Training data:  Fold4/train.txt
Test data:      Fold4/test.txt
Validation data:        Fold4/vali.txt
Feature vector representation: Dense.
Ranking method: MART
Feature description file:       Unspecified. All features will be used.
Train metric:   NDCG@10
Test metric:    NDCG@10
Feature normalization: No
Model file: mymodel-mart4.txt

[+] MART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [Fold4/train.txt]... [Done.]
(6000 ranked lists, 718768 entries read)
Reading feature file [Fold4/vali.txt]... [Done.]
(2000 ranked lists, 239093 entries read)
Reading feature file [Fold4/test.txt]... [Done.]
(2000 ranked lists, 242331 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V |
---------------------------------
59      | 0.4183    | 0.4139    |
60      | 0.4187    | 0.4142    |
61      | 0.4192    | 0.4148    |
62      | 0.4194    | 0.4155    |
63      | 0.4201    | 0.416     |
64      | 0.4203    | 0.4163    |
65      | 0.4204    | 0.4165    |
66      | 0.4209    | 0.4171    |
67      | 0.4209    | 0.4173    |
68      | 0.4214    | 0.4174    |
69      | 0.4218    | 0.4175    |
70      | 0.4225    | 0.4181    |
71      | 0.4224    | 0.4181    |
72      | 0.4228    | 0.4183    |
73      | 0.4227    | 0.4181    |
74      | 0.4228    | 0.418     |
75      | 0.4228    | 0.4183    |
76      | 0.4229    | 0.418     |
77      | 0.4232    | 0.4182    |
78      | 0.4233    | 0.4182    |
79      | 0.4236    | 0.4184    |
80      | 0.4237    | 0.4187    |
81      | 0.4237    | 0.419     |
82      | 0.4239    | 0.4193    |
83      | 0.4241    | 0.4195    |
84      | 0.4241    | 0.4193    |
85      | 0.4241    | 0.4193    |
86      | 0.4241    | 0.4196    |
87      | 0.4242    | 0.4196    |
88      | 0.4245    | 0.4195    |
89      | 0.4246    | 0.4192    |
90      | 0.425     | 0.42      |
91      | 0.4251    | 0.4207    |
92      | 0.4251    | 0.4208    |
93      | 0.4259    | 0.4209    |
94      | 0.4259    | 0.421     |
95      | 0.4262    | 0.4211    |
96      | 0.4263    | 0.422     |
97      | 0.4266    | 0.4218    |
98      | 0.4265    | 0.4218    |
99      | 0.4266    | 0.4219    |
100     | 0.4267    | 0.4216    |
101     | 0.4269    | 0.4213    |
102     | 0.4271    | 0.4215    |
103     | 0.4276    | 0.4216    |
104     | 0.4275    | 0.4216    |
105     | 0.4274    | 0.4214    |
106     | 0.4276    | 0.4217    |
107     | 0.4274    | 0.4223    |
108     | 0.428     | 0.4223    |
109     | 0.428     | 0.4226    |
110     | 0.4281    | 0.4228    |
111     | 0.428     | 0.4225    |
112     | 0.428     | 0.4226    |
113     | 0.428     | 0.4227    |
114     | 0.4282    | 0.4231    |
115     | 0.4286    | 0.4229    |
116     | 0.4289    | 0.4229    |
117     | 0.4292    | 0.4237    |
118     | 0.4299    | 0.4237    |
119     | 0.4305    | 0.4239    |
120     | 0.4304    | 0.424     |
121     | 0.4306    | 0.4241    |
122     | 0.4305    | 0.4243    |
123     | 0.4304    | 0.4244    |
124     | 0.4305    | 0.4243    |
125     | 0.4304    | 0.4242    |
126     | 0.4306    | 0.4245    |
127     | 0.4315    | 0.4251    |
128     | 0.4316    | 0.4251    |
129     | 0.4317    | 0.4252    |
130     | 0.4316    | 0.4257    |
131     | 0.432     | 0.4258    |
132     | 0.432     | 0.4259    |
133     | 0.4323    | 0.4258    |
134     | 0.4324    | 0.4261    |
135     | 0.4324    | 0.4263    |
136     | 0.4326    | 0.4263    |
137     | 0.4327    | 0.4261    |
138     | 0.4328    | 0.4261    |
139     | 0.4332    | 0.4267    |
140     | 0.4332    | 0.4267    |
141     | 0.4331    | 0.4266    |
142     | 0.4334    | 0.4266    |
143     | 0.4336    | 0.4267    |
144     | 0.4336    | 0.4269    |
145     | 0.4337    | 0.4269    |
146     | 0.4339    | 0.427     |
147     | 0.4343    | 0.4271    |
148     | 0.4342    | 0.4272    |
149     | 0.4343    | 0.4275    |
150     | 0.4345    | 0.4272    |
151     | 0.4346    | 0.4273    |
152     | 0.4344    | 0.4271    |
153     | 0.4346    | 0.4272    |
154     | 0.4346    | 0.4273    |
155     | 0.4347    | 0.4275    |
156     | 0.4347    | 0.4275    |
157     | 0.4347    | 0.4274    |
158     | 0.4353    | 0.428     |
159     | 0.4352    | 0.4283    |
160     | 0.4354    | 0.4282    |
161     | 0.4356    | 0.4283    |
162     | 0.4359    | 0.4287    |
163     | 0.4362    | 0.4288    |
164     | 0.4361    | 0.4287    |
165     | 0.4363    | 0.4289    |
166     | 0.4363    | 0.4286    |
167     | 0.4361    | 0.4284    |
168     | 0.4361    | 0.4284    |
169     | 0.4362    | 0.4283    |
170     | 0.4362    | 0.4283    |
171     | 0.4369    | 0.4287    |
172     | 0.437     | 0.4287    |
173     | 0.4369    | 0.4287    |
174     | 0.437     | 0.4287    |
175     | 0.4372    | 0.4287    |
176     | 0.4371    | 0.4287    |
177     | 0.437     | 0.4288    |
178     | 0.4371    | 0.4289    |
179     | 0.4375    | 0.4293    |
180     | 0.4376    | 0.4293    |
181     | 0.4375    | 0.4292    |
182     | 0.4379    | 0.4296    |
183     | 0.4379    | 0.4296    |
184     | 0.4378    | 0.4297    |
185     | 0.4378    | 0.4296    |
186     | 0.438     | 0.4297    |
187     | 0.438     | 0.4295    |
188     | 0.4382    | 0.4294    |
189     | 0.4381    | 0.4296    |
190     | 0.4383    | 0.4297    |
191     | 0.4387    | 0.4308    |
192     | 0.4388    | 0.4309    |
193     | 0.4388    | 0.4306    |
194     | 0.439     | 0.4309    |
195     | 0.4391    | 0.4309    |
196     | 0.4389    | 0.431     |
197     | 0.439     | 0.431     |
198     | 0.4392    | 0.431     |
199     | 0.4392    | 0.431     |
200     | 0.4393    | 0.4309    |
201     | 0.4396    | 0.431     |
202     | 0.4395    | 0.431     |
203     | 0.4399    | 0.4311    |
204     | 0.4399    | 0.4313    |
205     | 0.44      | 0.4314    |
206     | 0.4399    | 0.4313    |
207     | 0.44      | 0.4312    |
208     | 0.4402    | 0.4312    |
209     | 0.4402    | 0.4311    |
210     | 0.4402    | 0.4313    |
211     | 0.4404    | 0.4313    |
212     | 0.4405    | 0.4317    |
213     | 0.4404    | 0.4317    |
214     | 0.4404    | 0.4317    |
215     | 0.4405    | 0.4319    |
216     | 0.4408    | 0.4322    |
217     | 0.4407    | 0.4321    |
218     | 0.4408    | 0.4322    |
219     | 0.4408    | 0.4319    |
220     | 0.4407    | 0.4318    |
221     | 0.4406    | 0.4318    |
222     | 0.4407    | 0.4319    |
223     | 0.4407    | 0.4321    |
224     | 0.4407    | 0.4319    |
225     | 0.4404    | 0.4322    |
226     | 0.4405    | 0.4322    |
227     | 0.4405    | 0.4321    |
228     | 0.4405    | 0.432     |
229     | 0.4407    | 0.4318    |
230     | 0.4407    | 0.4318    |
231     | 0.4409    | 0.4319    |
232     | 0.4411    | 0.4321    |
233     | 0.4412    | 0.4318    |
234     | 0.4412    | 0.4319    |
235     | 0.4415    | 0.4322    |
236     | 0.4415    | 0.4323    |
237     | 0.4416    | 0.4323    |
238     | 0.4416    | 0.4326    |
239     | 0.4417    | 0.4325    |
240     | 0.4421    | 0.4325    |
241     | 0.4424    | 0.4326    |
242     | 0.4425    | 0.4328    |
243     | 0.4425    | 0.4329    |
244     | 0.4426    | 0.4328    |
245     | 0.4426    | 0.4328    |
246     | 0.4426    | 0.4327    |
247     | 0.4427    | 0.4329    |
248     | 0.4425    | 0.4329    |
249     | 0.4426    | 0.4328    |
250     | 0.4428    | 0.4328    |
251     | 0.4426    | 0.4326    |
252     | 0.4428    | 0.4327    |
253     | 0.4428    | 0.4326    |
254     | 0.4429    | 0.4326    |
255     | 0.4433    | 0.4327    |
256     | 0.4433    | 0.4329    |
257     | 0.4433    | 0.4329    |
258     | 0.4433    | 0.4329    |
259     | 0.4433    | 0.4328    |
260     | 0.4433    | 0.4329    |
261     | 0.4435    | 0.433     |
262     | 0.4434    | 0.4331    |
263     | 0.4434    | 0.433     |
264     | 0.4433    | 0.4329    |
265     | 0.4433    | 0.433     |
266     | 0.4433    | 0.433     |
267     | 0.4433    | 0.4332    |
268     | 0.4435    | 0.4335    |
269     | 0.4436    | 0.4335    |
270     | 0.4436    | 0.4334    |
271     | 0.4436    | 0.4333    |
272     | 0.4436    | 0.4334    |
273     | 0.4437    | 0.4334    |
274     | 0.4438    | 0.4336    |
275     | 0.4438    | 0.4337    |
276     | 0.4439    | 0.4336    |
277     | 0.4438    | 0.4335    |
278     | 0.4439    | 0.4334    |
279     | 0.4441    | 0.4334    |
280     | 0.4441    | 0.4334    |
281     | 0.4443    | 0.4335    |
282     | 0.4443    | 0.4335    |
283     | 0.4443    | 0.4335    |
284     | 0.4444    | 0.4335    |
285     | 0.4443    | 0.4335    |
286     | 0.4444    | 0.4336    |
287     | 0.4444    | 0.4335    |
288     | 0.4444    | 0.4334    |
289     | 0.4446    | 0.4336    |
290     | 0.4446    | 0.4335    |
291     | 0.4444    | 0.4337    |
292     | 0.4445    | 0.4337    |
293     | 0.4446    | 0.4337    |
294     | 0.4447    | 0.4341    |
295     | 0.4446    | 0.4344    |
296     | 0.4447    | 0.4345    |
297     | 0.4447    | 0.4343    |
298     | 0.4448    | 0.4343    |
299     | 0.4448    | 0.4343    |
300     | 0.4447    | 0.4338    |
301     | 0.4447    | 0.4338    |
302     | 0.4446    | 0.4338    |
303     | 0.4447    | 0.4338    |
304     | 0.4447    | 0.4342    |
305     | 0.4449    | 0.4341    |
306     | 0.445     | 0.4342    |
307     | 0.445     | 0.4341    |
308     | 0.445     | 0.4342    |
309     | 0.445     | 0.4342    |
310     | 0.4453    | 0.4341    |
311     | 0.4453    | 0.4341    |
312     | 0.4453    | 0.4343    |
313     | 0.4452    | 0.4343    |
314     | 0.4452    | 0.4343    |
315     | 0.4452    | 0.4344    |
316     | 0.4453    | 0.4345    |
317     | 0.4456    | 0.4349    |
318     | 0.4455    | 0.4349    |
319     | 0.4456    | 0.435     |
320     | 0.4458    | 0.4351    |
321     | 0.4458    | 0.4351    |
322     | 0.4458    | 0.4351    |
323     | 0.4458    | 0.4349    |
324     | 0.4459    | 0.4349    |
325     | 0.446     | 0.4348    |
326     | 0.446     | 0.4351    |
327     | 0.4459    | 0.4351    |
328     | 0.4458    | 0.4352    |
329     | 0.4457    | 0.4352    |
330     | 0.4458    | 0.4353    |
331     | 0.4458    | 0.4352    |
332     | 0.4459    | 0.4352    |
333     | 0.4459    | 0.4351    |
334     | 0.446     | 0.4352    |
335     | 0.4461    | 0.4353    |
336     | 0.4461    | 0.4354    |
337     | 0.4462    | 0.4354    |
338     | 0.4462    | 0.4352    |
339     | 0.4462    | 0.4352    |
340     | 0.4463    | 0.4353    |
341     | 0.4463    | 0.4352    |
342     | 0.4464    | 0.4352    |
343     | 0.4464    | 0.4352    |
344     | 0.4463    | 0.4353    |
345     | 0.4463    | 0.4355    |
346     | 0.4466    | 0.4356    |
347     | 0.4465    | 0.4356    |
348     | 0.4466    | 0.4357    |
349     | 0.4469    | 0.4358    |
350     | 0.4468    | 0.4357    |
351     | 0.4468    | 0.4357    |
352     | 0.4469    | 0.4356    |
353     | 0.447     | 0.4356    |
354     | 0.4469    | 0.4353    |
355     | 0.447     | 0.4355    |
356     | 0.4469    | 0.4355    |
357     | 0.4469    | 0.4355    |
358     | 0.4466    | 0.4356    |
359     | 0.4466    | 0.4355    |
360     | 0.4467    | 0.4354    |
361     | 0.4467    | 0.4354    |
362     | 0.4468    | 0.4354    |
363     | 0.447     | 0.4356    |
364     | 0.4471    | 0.4356    |
365     | 0.447     | 0.4356    |
366     | 0.4472    | 0.4358    |
367     | 0.4472    | 0.4356    |
368     | 0.4473    | 0.4356    |
369     | 0.4472    | 0.4355    |
370     | 0.4472    | 0.4354    |
371     | 0.4473    | 0.4355    |
372     | 0.4473    | 0.4354    |
373     | 0.4472    | 0.4355    |
374     | 0.4472    | 0.4353    |
375     | 0.4472    | 0.4353    |
376     | 0.4472    | 0.4355    |
377     | 0.4474    | 0.4356    |
378     | 0.4474    | 0.4356    |
379     | 0.4474    | 0.4356    |
380     | 0.4475    | 0.4355    |
381     | 0.4473    | 0.4353    |
382     | 0.4475    | 0.4352    |
383     | 0.4476    | 0.4352    |
384     | 0.4477    | 0.4352    |
385     | 0.4477    | 0.4351    |
386     | 0.4477    | 0.4351    |
387     | 0.4478    | 0.435     |
388     | 0.4478    | 0.435     |
389     | 0.4478    | 0.435     |
390     | 0.4479    | 0.4351    |
391     | 0.4479    | 0.4351    |
392     | 0.448     | 0.4349    |
393     | 0.448     | 0.4348    |
394     | 0.4481    | 0.4351    |
395     | 0.448     | 0.4352    |
396     | 0.4481    | 0.4354    |
397     | 0.4481    | 0.4354    |
398     | 0.448     | 0.4354    |
399     | 0.4482    | 0.4354    |
400     | 0.4484    | 0.4358    |
401     | 0.4484    | 0.4357    |
402     | 0.4483    | 0.4355    |
403     | 0.4484    | 0.4356    |
404     | 0.4483    | 0.4353    |
405     | 0.4484    | 0.4355    |
406     | 0.4485    | 0.4356    |
407     | 0.4485    | 0.4355    |
408     | 0.4485    | 0.4356    |
409     | 0.4486    | 0.4359    |
410     | 0.4486    | 0.436     |
411     | 0.4488    | 0.436     |
412     | 0.4488    | 0.4361    |
413     | 0.4486    | 0.436     |
414     | 0.4486    | 0.436     |
415     | 0.4487    | 0.4361    |
416     | 0.4486    | 0.4362    |
417     | 0.4487    | 0.4362    |
418     | 0.4487    | 0.4362    |
419     | 0.4489    | 0.4361    |
420     | 0.449     | 0.4359    |
421     | 0.4491    | 0.4361    |
422     | 0.4491    | 0.4361    |
423     | 0.4491    | 0.4362    |
424     | 0.4491    | 0.4361    |
425     | 0.4493    | 0.4361    |
426     | 0.4493    | 0.4362    |
427     | 0.4494    | 0.4362    |
428     | 0.4494    | 0.4362    |
429     | 0.4495    | 0.4362    |
430     | 0.4495    | 0.4363    |
431     | 0.4494    | 0.4362    |
432     | 0.4496    | 0.4363    |
433     | 0.4495    | 0.4364    |
434     | 0.4496    | 0.4362    |
435     | 0.4497    | 0.436     |
436     | 0.4496    | 0.4361    |
437     | 0.4497    | 0.436     |
438     | 0.4496    | 0.4362    |
439     | 0.4498    | 0.436     |
440     | 0.4498    | 0.4361    |
441     | 0.4498    | 0.4363    |
442     | 0.45      | 0.4364    |
443     | 0.4499    | 0.4362    |
444     | 0.4499    | 0.4362    |
445     | 0.45      | 0.4364    |
446     | 0.45      | 0.4364    |
447     | 0.45      | 0.4363    |
448     | 0.45      | 0.4363    |
449     | 0.45      | 0.4363    |
450     | 0.4499    | 0.4361    |
451     | 0.4499    | 0.4361    |
452     | 0.4499    | 0.436     |
453     | 0.45      | 0.436     |
454     | 0.4501    | 0.436     |
455     | 0.4501    | 0.4364    |
456     | 0.4502    | 0.4362    |
457     | 0.4502    | 0.4363    |
458     | 0.4502    | 0.4365    |
459     | 0.4501    | 0.4363    |
460     | 0.4502    | 0.4363    |
461     | 0.45      | 0.4362    |
462     | 0.4501    | 0.4362    |
463     | 0.45      | 0.4363    |
464     | 0.45      | 0.4362    |
465     | 0.4501    | 0.4362    |
466     | 0.45      | 0.4364    |
467     | 0.4501    | 0.4366    |
468     | 0.4501    | 0.4367    |
469     | 0.4501    | 0.4367    |
470     | 0.4501    | 0.4367    |
471     | 0.45      | 0.4367    |
472     | 0.45      | 0.4367    |
473     | 0.4501    | 0.4368    |
474     | 0.4501    | 0.4369    |
475     | 0.4501    | 0.4371    |
476     | 0.4503    | 0.4371    |
477     | 0.4502    | 0.4371    |
478     | 0.4503    | 0.437     |
479     | 0.4503    | 0.437     |
480     | 0.4504    | 0.4369    |
481     | 0.4504    | 0.4369    |
482     | 0.4505    | 0.4369    |
483     | 0.4505    | 0.4369    |
484     | 0.4504    | 0.437     |
485     | 0.4505    | 0.4374    |
486     | 0.4505    | 0.4373    |
487     | 0.4505    | 0.4373    |
488     | 0.4505    | 0.4372    |
489     | 0.4505    | 0.4372    |
490     | 0.4505    | 0.4372    |
491     | 0.4507    | 0.4372    |
492     | 0.4507    | 0.4371    |
493     | 0.4508    | 0.437     |
494     | 0.4508    | 0.4371    |
495     | 0.4508    | 0.437     |
496     | 0.4508    | 0.437     |
497     | 0.4508    | 0.4373    |
498     | 0.4508    | 0.4372    |
499     | 0.4508    | 0.4372    |
500     | 0.4509    | 0.4373    |
501     | 0.4508    | 0.4373    |
502     | 0.4509    | 0.4373    |
503     | 0.4509    | 0.4374    |
504     | 0.4511    | 0.4371    |
505     | 0.4511    | 0.4376    |
506     | 0.451     | 0.4376    |
507     | 0.451     | 0.4377    |
508     | 0.4511    | 0.4375    |
509     | 0.4512    | 0.4377    |
510     | 0.4513    | 0.4377    |
511     | 0.4513    | 0.4377    |
512     | 0.4513    | 0.4377    |
513     | 0.4513    | 0.4378    |
514     | 0.4513    | 0.4379    |
515     | 0.4513    | 0.4378    |
516     | 0.4513    | 0.4378    |
517     | 0.4513    | 0.438     |
518     | 0.4514    | 0.4378    |
519     | 0.4513    | 0.4378    |
520     | 0.4514    | 0.4379    |
521     | 0.4513    | 0.4379    |
522     | 0.4514    | 0.4378    |
523     | 0.4513    | 0.438     |
524     | 0.4514    | 0.4381    |
525     | 0.4514    | 0.438     |
526     | 0.4515    | 0.4378    |
527     | 0.4514    | 0.4379    |
528     | 0.4514    | 0.4381    |
529     | 0.4514    | 0.438     |
530     | 0.4514    | 0.4378    |
531     | 0.4514    | 0.4378    |
532     | 0.4515    | 0.4378    |
533     | 0.4515    | 0.4378    |
534     | 0.4516    | 0.4373    |
535     | 0.4515    | 0.4374    |
536     | 0.4515    | 0.4374    |
537     | 0.4516    | 0.4373    |
538     | 0.4515    | 0.4375    |
539     | 0.4515    | 0.4375    |
540     | 0.4515    | 0.4376    |
541     | 0.4515    | 0.4375    |
542     | 0.4515    | 0.4375    |
543     | 0.4515    | 0.4375    |
544     | 0.4516    | 0.4377    |
545     | 0.4516    | 0.4377    |
546     | 0.4516    | 0.4379    |
547     | 0.4517    | 0.438     |
548     | 0.4519    | 0.438     |
549     | 0.4521    | 0.4379    |
550     | 0.452     | 0.4379    |
551     | 0.452     | 0.4379    |
552     | 0.4521    | 0.4378    |
553     | 0.452     | 0.4379    |
554     | 0.452     | 0.4378    |
555     | 0.4521    | 0.4379    |
556     | 0.452     | 0.4379    |
557     | 0.4521    | 0.438     |
558     | 0.4521    | 0.438     |
559     | 0.4521    | 0.4381    |
560     | 0.4521    | 0.4381    |
561     | 0.4521    | 0.4381    |
562     | 0.4521    | 0.438     |
563     | 0.4521    | 0.438     |
564     | 0.4522    | 0.4382    |
565     | 0.4521    | 0.4381    |
566     | 0.4522    | 0.4382    |
567     | 0.4521    | 0.4382    |
568     | 0.4521    | 0.4382    |
569     | 0.4521    | 0.4383    |
570     | 0.4524    | 0.4386    |
571     | 0.4525    | 0.4385    |
572     | 0.4524    | 0.4383    |
573     | 0.4525    | 0.4383    |
574     | 0.4524    | 0.4385    |
575     | 0.4524    | 0.4386    |
576     | 0.4525    | 0.4385    |
577     | 0.4525    | 0.4383    |
578     | 0.4525    | 0.4383    |
579     | 0.4525    | 0.4382    |
580     | 0.4525    | 0.4382    |
581     | 0.4526    | 0.4385    |
582     | 0.4526    | 0.4385    |
583     | 0.4527    | 0.4385    |
584     | 0.4527    | 0.4384    |
585     | 0.4527    | 0.4384    |
586     | 0.4527    | 0.4387    |
587     | 0.4526    | 0.4384    |
588     | 0.4525    | 0.4385    |
589     | 0.4525    | 0.4384    |
590     | 0.4526    | 0.4385    |
591     | 0.4526    | 0.4385    |
592     | 0.4526    | 0.4385    |
593     | 0.4527    | 0.4385    |
594     | 0.4527    | 0.4384    |
595     | 0.4528    | 0.4383    |
596     | 0.4529    | 0.4383    |
597     | 0.4529    | 0.4382    |
598     | 0.4529    | 0.4383    |
599     | 0.453     | 0.4385    |
600     | 0.453     | 0.4386    |
601     | 0.453     | 0.4386    |
602     | 0.4531    | 0.4386    |
603     | 0.4531    | 0.4384    |
604     | 0.4531    | 0.4383    |
605     | 0.453     | 0.4385    |
606     | 0.453     | 0.4386    |
607     | 0.453     | 0.4386    |
608     | 0.453     | 0.439     |
609     | 0.4531    | 0.4388    |
610     | 0.4532    | 0.4387    |
611     | 0.4532    | 0.4387    |
612     | 0.4532    | 0.4387    |
613     | 0.4531    | 0.4388    |
614     | 0.4531    | 0.4388    |
615     | 0.4531    | 0.4389    |
616     | 0.453     | 0.4389    |
617     | 0.453     | 0.4388    |
618     | 0.453     | 0.4387    |
619     | 0.4531    | 0.4386    |
620     | 0.4533    | 0.4387    |
621     | 0.4532    | 0.4386    |
622     | 0.4535    | 0.4388    |
623     | 0.4535    | 0.4389    |
624     | 0.4536    | 0.4388    |
625     | 0.4535    | 0.4387    |
626     | 0.4536    | 0.4391    |
627     | 0.4536    | 0.4389    |
628     | 0.4536    | 0.4389    |
629     | 0.4537    | 0.4391    |
630     | 0.4537    | 0.4391    |
631     | 0.4537    | 0.439     |
632     | 0.4537    | 0.4387    |
633     | 0.4539    | 0.4386    |
634     | 0.4539    | 0.4386    |
635     | 0.4539    | 0.4387    |
636     | 0.4539    | 0.4386    |
637     | 0.4538    | 0.4382    |
638     | 0.4538    | 0.4382    |
639     | 0.4537    | 0.4384    |
640     | 0.4537    | 0.4384    |
641     | 0.4537    | 0.4386    |
642     | 0.4538    | 0.4387    |
643     | 0.4539    | 0.4387    |
644     | 0.4539    | 0.4384    |
645     | 0.4539    | 0.4384    |
646     | 0.454     | 0.4386    |
647     | 0.4541    | 0.4384    |
648     | 0.4541    | 0.4384    |
649     | 0.4542    | 0.4386    |
650     | 0.4542    | 0.4385    |
651     | 0.4543    | 0.4385    |
652     | 0.4543    | 0.4385    |
653     | 0.4543    | 0.4385    |
654     | 0.4541    | 0.4385    |
655     | 0.4543    | 0.4386    |
656     | 0.4544    | 0.4386    |
657     | 0.4545    | 0.4386    |
658     | 0.4545    | 0.4387    |
659     | 0.4545    | 0.4387    |
660     | 0.4545    | 0.4386    |
661     | 0.4544    | 0.4386    |
662     | 0.4545    | 0.4383    |
663     | 0.4544    | 0.4383    |
664     | 0.4545    | 0.4383    |
665     | 0.4544    | 0.4383    |
666     | 0.4545    | 0.4383    |
667     | 0.4545    | 0.4381    |
668     | 0.4545    | 0.4382    |
669     | 0.4546    | 0.4381    |
670     | 0.4546    | 0.4383    |
671     | 0.4546    | 0.4383    |
672     | 0.4545    | 0.4383    |
673     | 0.4545    | 0.4383    |
674     | 0.4544    | 0.4385    |
675     | 0.4543    | 0.4384    |
676     | 0.4543    | 0.4384    |
677     | 0.4543    | 0.4384    |
678     | 0.4543    | 0.4385    |
679     | 0.4545    | 0.4383    |
680     | 0.4545    | 0.4383    |
681     | 0.4546    | 0.4384    |
682     | 0.4545    | 0.4384    |
683     | 0.4545    | 0.4384    |
684     | 0.4545    | 0.4384    |
685     | 0.4546    | 0.4385    |
686     | 0.4546    | 0.4385    |
687     | 0.4545    | 0.4383    |
688     | 0.4547    | 0.4384    |
689     | 0.4547    | 0.4385    |
690     | 0.4546    | 0.4386    |
691     | 0.4546    | 0.4387    |
692     | 0.4547    | 0.4389    |
693     | 0.4548    | 0.4389    |
694     | 0.4548    | 0.4389    |
695     | 0.4549    | 0.4389    |
696     | 0.4549    | 0.4389    |
697     | 0.4549    | 0.4389    |
698     | 0.4548    | 0.4388    |
699     | 0.4549    | 0.4387    |
700     | 0.4549    | 0.4386    |
701     | 0.4548    | 0.4386    |
702     | 0.4549    | 0.4387    |
703     | 0.4549    | 0.4388    |
704     | 0.4551    | 0.4389    |
705     | 0.455     | 0.4388    |
706     | 0.455     | 0.4388    |
707     | 0.455     | 0.4388    |
708     | 0.455     | 0.4387    |
709     | 0.455     | 0.4387    |
710     | 0.455     | 0.4386    |
711     | 0.455     | 0.4387    |
712     | 0.455     | 0.4387    |
713     | 0.455     | 0.4386    |
714     | 0.4549    | 0.4386    |
715     | 0.4549    | 0.4387    |
716     | 0.4549    | 0.4386    |
717     | 0.455     | 0.4386    |
718     | 0.4551    | 0.4386    |
719     | 0.4551    | 0.4387    |
720     | 0.455     | 0.4387    |
721     | 0.4549    | 0.4388    |
722     | 0.4551    | 0.4386    |
723     | 0.4551    | 0.4385    |
724     | 0.4551    | 0.4386    |
725     | 0.4553    | 0.4386    |
