[harshitha@csil RankLib]$ java -Xmx5555m  -jar RankLib-2.1-patched.jar  -train F                                                                                                                                                             old4/train.txt -test Fold4/test.txt -validate Fold4/vali.txt -ranker 6 -metric2t                                                                                                                                                              NDCG@10 -metric2T NDCG@10 -save mymodel-lm4.txt

[+] General Parameters:
Training data:  Fold4/train.txt
Test data:      Fold4/test.txt
Validation data:        Fold4/vali.txt
Feature vector representation: Dense.
Ranking method: LambdaMART
Feature description file:       Unspecified. All features will be used.
Train metric:   NDCG@10
Test metric:    NDCG@10
Feature normalization: No
Model file: mymodel-lm4.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [Fold4/train.txt]... [Done.]
(6000 ranked lists, 718768 entries read)
Reading feature file [Fold4/vali.txt]... [Done.]
(2000 ranked lists, 239093 entries read)
Reading feature file [Fold4/test.txt]... [Done.]
(2000 ranked lists, 242331 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V |
---------------------------------
70      | 0.4256    | 0.42      |
71      | 0.4258    | 0.4204    |
72      | 0.4262    | 0.4204    |
73      | 0.4265    | 0.4212    |
74      | 0.4271    | 0.4212    |
75      | 0.4275    | 0.4213    |
76      | 0.4277    | 0.4211    |
77      | 0.4279    | 0.4218    |
78      | 0.4282    | 0.4214    |
79      | 0.4282    | 0.4219    |
80      | 0.4287    | 0.4228    |
81      | 0.4289    | 0.4226    |
82      | 0.4291    | 0.4222    |
83      | 0.4296    | 0.423     |
84      | 0.4299    | 0.4229    |
85      | 0.4301    | 0.4227    |
86      | 0.4303    | 0.4231    |
87      | 0.4307    | 0.4232    |
88      | 0.4309    | 0.4232    |
89      | 0.4315    | 0.4236    |
90      | 0.4318    | 0.4236    |
91      | 0.4322    | 0.4241    |
92      | 0.4325    | 0.4242    |
93      | 0.4329    | 0.4239    |
94      | 0.4329    | 0.424     |
95      | 0.4333    | 0.4244    |
96      | 0.4338    | 0.4248    |
97      | 0.4338    | 0.4252    |
98      | 0.434     | 0.4251    |
99      | 0.4343    | 0.4255    |
100     | 0.4345    | 0.4258    |
101     | 0.4349    | 0.4257    |
102     | 0.4351    | 0.4258    |
103     | 0.435     | 0.426     |
104     | 0.4354    | 0.4265    |
105     | 0.4358    | 0.4267    |
106     | 0.4362    | 0.4271    |
107     | 0.4362    | 0.4271    |
108     | 0.4366    | 0.4271    |
109     | 0.4368    | 0.4271    |
110     | 0.4371    | 0.4275    |
111     | 0.4372    | 0.4277    |
112     | 0.4374    | 0.4278    |
113     | 0.4376    | 0.4277    |
114     | 0.4379    | 0.4276    |
115     | 0.4381    | 0.4279    |
116     | 0.4383    | 0.4279    |
117     | 0.4386    | 0.4282    |
118     | 0.4389    | 0.4282    |
119     | 0.439     | 0.4283    |
120     | 0.4394    | 0.4286    |
121     | 0.4395    | 0.4286    |
122     | 0.4395    | 0.4285    |
123     | 0.4396    | 0.4286    |
124     | 0.4398    | 0.4287    |
125     | 0.4394    | 0.4284    |
126     | 0.4396    | 0.4291    |
127     | 0.4396    | 0.429     |
128     | 0.4399    | 0.4292    |
129     | 0.4401    | 0.4291    |
130     | 0.4403    | 0.429     |
131     | 0.4404    | 0.4289    |
132     | 0.4405    | 0.4291    |
133     | 0.4409    | 0.429     |
134     | 0.441     | 0.4293    |
135     | 0.4412    | 0.4293    |
136     | 0.4413    | 0.4295    |
137     | 0.4414    | 0.4298    |
138     | 0.4418    | 0.4298    |
139     | 0.4421    | 0.43      |
140     | 0.442     | 0.43      |
141     | 0.4422    | 0.4303    |
142     | 0.4422    | 0.4304    |
143     | 0.4425    | 0.4307    |
144     | 0.4427    | 0.431     |
145     | 0.4431    | 0.4311    |
146     | 0.4432    | 0.4313    |
147     | 0.4433    | 0.4316    |
148     | 0.4434    | 0.4313    |
149     | 0.4437    | 0.4316    |
150     | 0.4437    | 0.4321    |
151     | 0.4439    | 0.432     |
152     | 0.444     | 0.4319    |
153     | 0.4441    | 0.4322    |
154     | 0.4444    | 0.4319    |
155     | 0.4447    | 0.4321    |
156     | 0.4446    | 0.4321    |
157     | 0.4446    | 0.4318    |
158     | 0.4449    | 0.4319    |
159     | 0.4447    | 0.4321    |
160     | 0.4449    | 0.432     |
161     | 0.4451    | 0.4321    |
162     | 0.4453    | 0.4323    |
163     | 0.4453    | 0.4322    |
164     | 0.4455    | 0.4322    |
165     | 0.4453    | 0.4326    |
166     | 0.4452    | 0.4327    |
167     | 0.4455    | 0.4326    |
168     | 0.4457    | 0.4325    |
169     | 0.4456    | 0.4326    |
170     | 0.4456    | 0.4325    |
171     | 0.4458    | 0.4329    |
172     | 0.4459    | 0.4328    |
173     | 0.446     | 0.4329    |
174     | 0.4461    | 0.4329    |
175     | 0.4462    | 0.4331    |
176     | 0.4463    | 0.4334    |
177     | 0.4465    | 0.4336    |
178     | 0.4467    | 0.4335    |
179     | 0.4469    | 0.4337    |
180     | 0.4471    | 0.4339    |
181     | 0.4472    | 0.434     |
182     | 0.4473    | 0.4338    |
183     | 0.4475    | 0.4339    |
184     | 0.4474    | 0.434     |
185     | 0.4474    | 0.4341    |
186     | 0.4475    | 0.434     |
187     | 0.4476    | 0.4338    |
188     | 0.4476    | 0.4338    |
189     | 0.4477    | 0.4337    |
190     | 0.4476    | 0.434     |
191     | 0.4478    | 0.4341    |
192     | 0.4479    | 0.4343    |
193     | 0.4481    | 0.4343    |
194     | 0.448     | 0.4342    |
195     | 0.448     | 0.4344    |
196     | 0.4479    | 0.4344    |
197     | 0.4479    | 0.4343    |
198     | 0.4479    | 0.4341    |
199     | 0.4483    | 0.4346    |
200     | 0.4484    | 0.4347    |
201     | 0.4486    | 0.4347    |
202     | 0.4488    | 0.4346    |
203     | 0.4488    | 0.4349    |
204     | 0.4488    | 0.4349    |
205     | 0.449     | 0.4352    |
206     | 0.4491    | 0.435     |
207     | 0.4491    | 0.4351    |
208     | 0.4491    | 0.4352    |
209     | 0.4491    | 0.4354    |
210     | 0.4492    | 0.4353    |
211     | 0.4493    | 0.4355    |
212     | 0.4493    | 0.4355    |
213     | 0.4493    | 0.4354    |
214     | 0.4497    | 0.4354    |
215     | 0.4502    | 0.4359    |
216     | 0.4503    | 0.4357    |
217     | 0.4505    | 0.4354    |
218     | 0.4504    | 0.4352    |
219     | 0.4504    | 0.4351    |
220     | 0.4506    | 0.4351    |
221     | 0.4506    | 0.4354    |
222     | 0.4507    | 0.4354    |
223     | 0.4506    | 0.4355    |
224     | 0.4508    | 0.4356    |
225     | 0.4509    | 0.4358    |
226     | 0.4509    | 0.4358    |
227     | 0.4509    | 0.4358    |
228     | 0.4509    | 0.4358    |
229     | 0.451     | 0.4358    |
230     | 0.451     | 0.4358    |
231     | 0.451     | 0.4359    |
232     | 0.4509    | 0.436     |
233     | 0.4508    | 0.436     |
234     | 0.4509    | 0.4363    |
235     | 0.4509    | 0.436     |
236     | 0.4511    | 0.4361    |
237     | 0.4513    | 0.4364    |
238     | 0.4512    | 0.4364    |
239     | 0.4512    | 0.4366    |
240     | 0.4511    | 0.4365    |
241     | 0.4513    | 0.4363    |
242     | 0.4515    | 0.4366    |
243     | 0.4517    | 0.4367    |
244     | 0.4518    | 0.4366    |
245     | 0.452     | 0.4368    |
246     | 0.452     | 0.4368    |
247     | 0.452     | 0.4367    |
248     | 0.4522    | 0.4367    |
249     | 0.4521    | 0.4367    |
250     | 0.4519    | 0.4366    |
251     | 0.452     | 0.4367    |
252     | 0.452     | 0.4367    |
253     | 0.4521    | 0.4367    |
254     | 0.4523    | 0.4368    |
255     | 0.4523    | 0.4369    |
256     | 0.4525    | 0.4371    |
257     | 0.4524    | 0.4368    |
258     | 0.4526    | 0.4369    |
259     | 0.4526    | 0.4368    |
260     | 0.4527    | 0.4372    |
261     | 0.4528    | 0.4372    |
262     | 0.4529    | 0.4372    |
263     | 0.453     | 0.4375    |
264     | 0.4532    | 0.4379    |
265     | 0.4532    | 0.4378    |
266     | 0.4533    | 0.4377    |
267     | 0.4533    | 0.4379    |
268     | 0.4533    | 0.4376    |
269     | 0.4533    | 0.4376    |
270     | 0.4534    | 0.4375    |
271     | 0.4535    | 0.438     |
272     | 0.4536    | 0.4379    |
273     | 0.4538    | 0.4379    |
274     | 0.4538    | 0.4381    |
275     | 0.4538    | 0.4384    |
276     | 0.454     | 0.4384    |
277     | 0.4541    | 0.4383    |
278     | 0.454     | 0.4383    |
279     | 0.454     | 0.4382    |
280     | 0.4543    | 0.4382    |
281     | 0.4543    | 0.4383    |
282     | 0.4543    | 0.4383    |
283     | 0.4544    | 0.4383    |
284     | 0.4546    | 0.4385    |
285     | 0.4546    | 0.4385    |
286     | 0.4546    | 0.4382    |
287     | 0.4547    | 0.4384    |
288     | 0.4548    | 0.4385    |
289     | 0.4549    | 0.4386    |
290     | 0.455     | 0.4387    |
291     | 0.4552    | 0.4392    |
292     | 0.4552    | 0.4394    |
293     | 0.4552    | 0.4393    |
294     | 0.4553    | 0.4393    |
295     | 0.4554    | 0.4391    |
296     | 0.4556    | 0.4394    |
297     | 0.4555    | 0.4393    |
298     | 0.4555    | 0.4393    |
299     | 0.4556    | 0.4396    |
300     | 0.4557    | 0.4396    |
301     | 0.4557    | 0.4397    |
302     | 0.4557    | 0.44      |
303     | 0.4558    | 0.44      |
304     | 0.4558    | 0.4399    |
305     | 0.4559    | 0.4399    |
306     | 0.4559    | 0.4399    |
307     | 0.4558    | 0.44      |
308     | 0.4561    | 0.4396    |
309     | 0.4562    | 0.4396    |
310     | 0.4562    | 0.4396    |
311     | 0.4562    | 0.4401    |
312     | 0.4562    | 0.44      |
313     | 0.4563    | 0.4401    |
314     | 0.4565    | 0.4401    |
315     | 0.4565    | 0.44      |
316     | 0.4565    | 0.4401    |
317     | 0.4565    | 0.4401    |
318     | 0.4566    | 0.4401    |
319     | 0.4566    | 0.4401    |
320     | 0.4566    | 0.4401    |
321     | 0.4567    | 0.4401    |
322     | 0.4567    | 0.4404    |
323     | 0.4568    | 0.4404    |
324     | 0.4568    | 0.4405    |
325     | 0.4568    | 0.4403    |
326     | 0.4569    | 0.4404    |
327     | 0.4568    | 0.4404    |
328     | 0.4568    | 0.4404    |
329     | 0.4569    | 0.4404    |
330     | 0.457     | 0.4405    |
331     | 0.4572    | 0.4405    |
332     | 0.4574    | 0.4403    |
333     | 0.4574    | 0.4403    |
334     | 0.4575    | 0.4402    |
335     | 0.4576    | 0.4403    |
336     | 0.4579    | 0.4404    |
337     | 0.4579    | 0.4407    |
338     | 0.458     | 0.4408    |
339     | 0.4578    | 0.4407    |
340     | 0.458     | 0.4405    |
341     | 0.458     | 0.4408    |
342     | 0.4581    | 0.4408    |
343     | 0.4581    | 0.4409    |
344     | 0.4581    | 0.4408    |
345     | 0.4581    | 0.4408    |
346     | 0.4583    | 0.4407    |
347     | 0.4581    | 0.4409    |
348     | 0.4582    | 0.4409    |
349     | 0.4582    | 0.4408    |
350     | 0.4584    | 0.4407    |
351     | 0.4585    | 0.4408    |
352     | 0.4585    | 0.4405    |
353     | 0.4586    | 0.4405    |
354     | 0.459     | 0.4406    |
355     | 0.459     | 0.4407    |
356     | 0.4591    | 0.4409    |
357     | 0.4591    | 0.441     |
358     | 0.4592    | 0.4407    |
359     | 0.4592    | 0.4407    |
360     | 0.4592    | 0.441     |
361     | 0.4594    | 0.4408    |
362     | 0.4595    | 0.4407    |
363     | 0.4596    | 0.4407    |
364     | 0.4596    | 0.4408    |
365     | 0.4597    | 0.4409    |
366     | 0.4597    | 0.4407    |
367     | 0.4597    | 0.4407    |
368     | 0.4598    | 0.4407    |
369     | 0.4597    | 0.4408    |
370     | 0.4597    | 0.4408    |
371     | 0.4599    | 0.4411    |
372     | 0.4599    | 0.441     |
373     | 0.4599    | 0.4408    |
374     | 0.46      | 0.4411    |
375     | 0.46      | 0.441     |
376     | 0.4602    | 0.4411    |
377     | 0.4602    | 0.441     |
378     | 0.4602    | 0.441     |
379     | 0.4602    | 0.441     |
380     | 0.4602    | 0.4411    |
381     | 0.4602    | 0.4411    |
382     | 0.4602    | 0.441     |
383     | 0.4602    | 0.441     |
384     | 0.4602    | 0.441     |
385     | 0.4602    | 0.4408    |
386     | 0.4602    | 0.4408    |
387     | 0.4604    | 0.4409    |
388     | 0.4601    | 0.4406    |
389     | 0.4601    | 0.4406    |
390     | 0.4602    | 0.4406    |
391     | 0.4603    | 0.4406    |
392     | 0.4604    | 0.4407    |
393     | 0.4604    | 0.4406    |
394     | 0.4604    | 0.4407    |
395     | 0.4605    | 0.4404    |
396     | 0.4604    | 0.4406    |
397     | 0.4605    | 0.4405    |
398     | 0.4604    | 0.4405    |
399     | 0.4605    | 0.4405    |
400     | 0.4605    | 0.4405    |
401     | 0.4606    | 0.4405    |
402     | 0.4605    | 0.4406    |
403     | 0.4607    | 0.4406    |
404     | 0.4608    | 0.4408    |
405     | 0.4608    | 0.4408    |
406     | 0.4607    | 0.4404    |
407     | 0.4607    | 0.4404    |
408     | 0.4606    | 0.4406    |
409     | 0.4607    | 0.4406    |
410     | 0.4607    | 0.4407    |
411     | 0.4608    | 0.4407    |
412     | 0.4609    | 0.4407    |
413     | 0.4609    | 0.4404    |
414     | 0.4609    | 0.4405    |
415     | 0.4609    | 0.4407    |
416     | 0.4608    | 0.4407    |
417     | 0.4609    | 0.4408    |
418     | 0.4611    | 0.4404    |
419     | 0.4612    | 0.4406    |
420     | 0.4612    | 0.4407    |
421     | 0.4611    | 0.4408    |
422     | 0.4612    | 0.4408    |
423     | 0.4611    | 0.4408    |
424     | 0.4612    | 0.4409    |
425     | 0.4612    | 0.4408    |
426     | 0.4613    | 0.4411    |
427     | 0.4612    | 0.4412    |
428     | 0.4612    | 0.4411    |
429     | 0.4612    | 0.4411    |
430     | 0.4612    | 0.441     |
431     | 0.4614    | 0.4411    |
432     | 0.4616    | 0.4412    |
433     | 0.4616    | 0.4412    |
434     | 0.4618    | 0.4413    |
435     | 0.4618    | 0.4412    |
436     | 0.4618    | 0.441     |
437     | 0.4619    | 0.4412    |
438     | 0.4619    | 0.4411    |
439     | 0.462     | 0.4411    |
440     | 0.4619    | 0.4411    |
441     | 0.462     | 0.4412    |
442     | 0.4621    | 0.441     |
443     | 0.4622    | 0.4409    |
444     | 0.4623    | 0.441     |
445     | 0.4622    | 0.4407    |
446     | 0.4624    | 0.4407    |
447     | 0.4624    | 0.4409    |
448     | 0.4624    | 0.4409    |
449     | 0.4624    | 0.441     |
450     | 0.4624    | 0.441     |
451     | 0.4624    | 0.441     |
452     | 0.4623    | 0.4411    |
453     | 0.4621    | 0.4412    |
454     | 0.4624    | 0.4415    |
455     | 0.4625    | 0.4413    |
456     | 0.4625    | 0.4412    |
457     | 0.4625    | 0.4413    |
458     | 0.4626    | 0.4413    |
459     | 0.4624    | 0.4412    |
460     | 0.4625    | 0.4414    |
461     | 0.4626    | 0.4414    |
462     | 0.4626    | 0.4415    |
463     | 0.4626    | 0.4413    |
464     | 0.4627    | 0.4412    |
465     | 0.4627    | 0.4415    |
466     | 0.4627    | 0.4415    |
467     | 0.4628    | 0.4415    |
468     | 0.4627    | 0.4414    |
469     | 0.4627    | 0.4411    |
470     | 0.4628    | 0.4411    |
471     | 0.4628    | 0.4408    |
472     | 0.4628    | 0.4409    |
473     | 0.4628    | 0.4411    |
474     | 0.4628    | 0.4412    |
475     | 0.4627    | 0.4412    |
476     | 0.4627    | 0.4412    |
477     | 0.463     | 0.441     |
478     | 0.463     | 0.441     |
479     | 0.463     | 0.4411    |
480     | 0.463     | 0.4411    |
481     | 0.4629    | 0.4412    |
482     | 0.463     | 0.4412    |
483     | 0.4629    | 0.4411    |
484     | 0.463     | 0.4409    |
485     | 0.4631    | 0.4408    |
486     | 0.4632    | 0.441     |
487     | 0.4632    | 0.4411    |
488     | 0.4632    | 0.441     |
489     | 0.4632    | 0.4411    |
490     | 0.4633    | 0.4412    |
491     | 0.4633    | 0.441     |
492     | 0.4633    | 0.4409    |
493     | 0.4634    | 0.441     |
494     | 0.4633    | 0.4411    |
495     | 0.4634    | 0.4412    |
496     | 0.4634    | 0.4414    |
497     | 0.4635    | 0.4412    |
498     | 0.4637    | 0.4415    |
499     | 0.4637    | 0.4414    |
500     | 0.4637    | 0.4415    |
501     | 0.4636    | 0.4415    |
502     | 0.4637    | 0.4415    |
503     | 0.4637    | 0.4416    |
504     | 0.4638    | 0.4415    |
505     | 0.4639    | 0.4416    |
506     | 0.464     | 0.4414    |
507     | 0.4641    | 0.4414    |
508     | 0.4641    | 0.4415    |
509     | 0.4642    | 0.4415    |
510     | 0.4641    | 0.4414    |
511     | 0.4642    | 0.4414    |
512     | 0.4642    | 0.4414    |
513     | 0.4643    | 0.4415    |
514     | 0.4644    | 0.4416    |
515     | 0.4644    | 0.4415    |
516     | 0.4644    | 0.4416    |
517     | 0.4646    | 0.4417    |
518     | 0.4646    | 0.4415    |
519     | 0.4645    | 0.4413    |
520     | 0.4646    | 0.4413    |
521     | 0.4647    | 0.4413    |
522     | 0.4647    | 0.4413    |
523     | 0.4647    | 0.4414    |
524     | 0.4647    | 0.4413    |
525     | 0.4647    | 0.4413    |
526     | 0.4647    | 0.4415    |
527     | 0.4647    | 0.4416    |
528     | 0.4647    | 0.4416    |
529     | 0.4648    | 0.4415    |
530     | 0.4647    | 0.4417    |
531     | 0.4647    | 0.4418    |
532     | 0.4648    | 0.4418    |
533     | 0.4649    | 0.4418    |
534     | 0.4649    | 0.4418    |
535     | 0.465     | 0.4419    |
536     | 0.4649    | 0.4419    |
537     | 0.4649    | 0.4418    |
538     | 0.4649    | 0.4418    |
539     | 0.4651    | 0.442     |
540     | 0.4651    | 0.4421    |
541     | 0.4651    | 0.442     |
542     | 0.4651    | 0.442     |
543     | 0.4651    | 0.442     |
544     | 0.4652    | 0.442     |
545     | 0.4652    | 0.4419    |
546     | 0.4653    | 0.4419    |
547     | 0.4653    | 0.4419    |
548     | 0.4653    | 0.4419    |
549     | 0.4653    | 0.442     |
550     | 0.4653    | 0.4423    |
551     | 0.4653    | 0.4423    |
552     | 0.4654    | 0.4423    |
553     | 0.4655    | 0.4422    |
554     | 0.4656    | 0.4422    |
555     | 0.4656    | 0.4421    |
556     | 0.4656    | 0.4422    |
557     | 0.4656    | 0.4422    |
558     | 0.4655    | 0.4423    |
559     | 0.4655    | 0.4423    |
560     | 0.4656    | 0.4424    |
561     | 0.4656    | 0.4423    |
562     | 0.4656    | 0.4424    |
563     | 0.4656    | 0.4423    |
564     | 0.4656    | 0.4423    |
565     | 0.4656    | 0.4423    |
566     | 0.4657    | 0.4423    |
567     | 0.4657    | 0.4423    |
568     | 0.4657    | 0.4423    |
569     | 0.4657    | 0.4421    |
570     | 0.4658    | 0.4421    |
571     | 0.4657    | 0.4424    |
572     | 0.4657    | 0.4424    |
573     | 0.4657    | 0.4425    |
574     | 0.4657    | 0.4426    |
575     | 0.4658    | 0.4425    |
576     | 0.4658    | 0.4421    |
577     | 0.4658    | 0.4421    |
578     | 0.4658    | 0.4422    |
579     | 0.4658    | 0.4421    |
580     | 0.4658    | 0.4421    |
581     | 0.4658    | 0.4422    |
582     | 0.4658    | 0.4421    |
583     | 0.4659    | 0.4424    |
584     | 0.466     | 0.4424    |
585     | 0.466     | 0.4424    |
586     | 0.466     | 0.4423    |
587     | 0.466     | 0.4424    |
588     | 0.466     | 0.4424    |
589     | 0.466     | 0.4424    |
590     | 0.4662    | 0.4425    |
591     | 0.4662    | 0.4424    |
592     | 0.4662    | 0.4424    |
593     | 0.4662    | 0.4426    |
594     | 0.4662    | 0.4427    |
595     | 0.4662    | 0.4426    |
596     | 0.4663    | 0.4426    |
597     | 0.4663    | 0.4427    |
598     | 0.4663    | 0.4426    |
599     | 0.4663    | 0.4428    |
600     | 0.4663    | 0.4428    |
601     | 0.4663    | 0.4426    |
602     | 0.4663    | 0.4424    |
603     | 0.4662    | 0.4424    |
604     | 0.4662    | 0.4424    |
605     | 0.4662    | 0.4424    |
606     | 0.4663    | 0.4425    |
607     | 0.4663    | 0.4425    |
608     | 0.4662    | 0.4425    |
609     | 0.4663    | 0.4426    |
610     | 0.4663    | 0.4426    |
611     | 0.4664    | 0.4427    |
612     | 0.4664    | 0.4427    |
613     | 0.4665    | 0.4427    |
614     | 0.4665    | 0.4428    |
615     | 0.4666    | 0.4428    |
616     | 0.4666    | 0.4428    |
617     | 0.4667    | 0.4427    |
618     | 0.4667    | 0.4427    |
619     | 0.4667    | 0.4427    |
620     | 0.4667    | 0.4428    |
621     | 0.4669    | 0.4427    |
622     | 0.4669    | 0.4427    |
623     | 0.467     | 0.4428    |
624     | 0.467     | 0.4428    |
625     | 0.467     | 0.4428    |
626     | 0.467     | 0.4428    |
627     | 0.4671    | 0.4427    |
628     | 0.4671    | 0.4426    |
629     | 0.4671    | 0.4426    |
630     | 0.4672    | 0.4425    |
631     | 0.4672    | 0.4425    |
632     | 0.4672    | 0.4425    |
633     | 0.4672    | 0.4426    |
634     | 0.4673    | 0.4427    |
635     | 0.4673    | 0.4425    |
636     | 0.4672    | 0.4424    |
637     | 0.4673    | 0.4425    |
638     | 0.4673    | 0.4426    |
639     | 0.4674    | 0.4426    |
640     | 0.4674    | 0.4425    |
641     | 0.4675    | 0.4426    |
642     | 0.4674    | 0.4426    |
643     | 0.4675    | 0.4426    |
644     | 0.4675    | 0.4426    |
645     | 0.4675    | 0.4425    |
646     | 0.4674    | 0.4425    |
647     | 0.4675    | 0.4426    |
648     | 0.4675    | 0.4426    |
649     | 0.4674    | 0.4426    |
650     | 0.4675    | 0.4426    |
651     | 0.4676    | 0.4426    |
652     | 0.4675    | 0.4425    |
653     | 0.4675    | 0.4426    |
654     | 0.4675    | 0.4428    |
655     | 0.4677    | 0.4425    |
656     | 0.4677    | 0.4424    |
657     | 0.4677    | 0.4424    |
658     | 0.4679    | 0.4427    |
659     | 0.4679    | 0.4426    |
660     | 0.4679    | 0.4426    |
661     | 0.4678    | 0.443     |
662     | 0.4679    | 0.4431    |
663     | 0.4679    | 0.4432    |
664     | 0.4679    | 0.4432    |
665     | 0.4679    | 0.4432    |
666     | 0.4679    | 0.4428    |
667     | 0.468     | 0.4428    |
668     | 0.468     | 0.4428    |
669     | 0.468     | 0.4429    |
670     | 0.4683    | 0.4429    |
671     | 0.4683    | 0.4428    |
672     | 0.4683    | 0.4428    |
673     | 0.4683    | 0.4428    |
674     | 0.4683    | 0.4429    |
675     | 0.4683    | 0.443     |
676     | 0.4683    | 0.4431    |
677     | 0.4685    | 0.4432    |
678     | 0.4685    | 0.4429    |
679     | 0.4684    | 0.4427    |
680     | 0.4684    | 0.4427    |
681     | 0.4683    | 0.4427    |
682     | 0.4683    | 0.4427    |
683     | 0.4684    | 0.4427    |
684     | 0.4684    | 0.4427    |
685     | 0.4685    | 0.4427    |
686     | 0.4684    | 0.4427    |
687     | 0.4686    | 0.4425    |
688     | 0.4686    | 0.4424    |
689     | 0.4686    | 0.4424    |
690     | 0.4686    | 0.4423    |
691     | 0.4687    | 0.4426    |
692     | 0.4687    | 0.4427    |
693     | 0.4686    | 0.4428    |
694     | 0.4686    | 0.4428    |
695     | 0.4686    | 0.4428    |
696     | 0.4688    | 0.4427    |
697     | 0.4688    | 0.4427    |
698     | 0.4687    | 0.4427    |
699     | 0.4688    | 0.4427    |
700     | 0.4688    | 0.4431    |
701     | 0.4688    | 0.443     |
702     | 0.4687    | 0.4431    |
703     | 0.4687    | 0.4431    |
704     | 0.4687    | 0.4432    |
705     | 0.4687    | 0.4431    |
706     | 0.4687    | 0.4432    |
707     | 0.4687    | 0.4431    |
708     | 0.4688    | 0.4432    |
709     | 0.4687    | 0.4433    |
710     | 0.4687    | 0.4431    |
711     | 0.4688    | 0.4433    |
712     | 0.4688    | 0.4433    |
713     | 0.4689    | 0.4432    |
714     | 0.4689    | 0.443     |
715     | 0.4689    | 0.443     |
716     | 0.4689    | 0.4427    |
717     | 0.4689    | 0.4427    |
718     | 0.469     | 0.4429    |
719     | 0.4691    | 0.4428    |
720     | 0.4691    | 0.4428    |
721     | 0.4691    | 0.4429    |
722     | 0.4691    | 0.4429    |
