[harshitha@csil RankLib]$ java -Xmx5555m  -jar RankLib-2.1-patched.jar  -train F                                                                                                                                                             old3/train.txt -test Fold3/test.txt -validate Fold3/vali.txt -ranker 6 -metric2t                                                                                                                                                              NDCG@10 -metric2T NDCG@10 -save mymodel-lm3.txt

[+] General Parameters:
Training data:  Fold3/train.txt
Test data:      Fold3/test.txt
Validation data:        Fold3/vali.txt
Feature vector representation: Dense.
Ranking method: LambdaMART
Feature description file:       Unspecified. All features will be used.
Train metric:   NDCG@10
Test metric:    NDCG@10
Feature normalization: No
Model file: mymodel-lm3.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [Fold3/train.txt]... [Done.]
(6000 ranked lists, 719111 entries read)
Reading feature file [Fold3/vali.txt]... [Done.]
(2000 ranked lists, 241988 entries read)
Reading feature file [Fold3/test.txt]... [Done.]
(2000 ranked lists, 239093 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V |
---------------------------------
556     | 0.4684    | 0.4428    |
557     | 0.4683    | 0.4429    |
558     | 0.4684    | 0.4431    |
559     | 0.4684    | 0.4433    |
560     | 0.4684    | 0.4432    |
561     | 0.4684    | 0.4433    |
562     | 0.4685    | 0.4432    |
563     | 0.4685    | 0.4432    |
564     | 0.4685    | 0.4432    |
565     | 0.4685    | 0.4434    |
566     | 0.4686    | 0.4436    |
567     | 0.4688    | 0.4435    |
568     | 0.4687    | 0.4436    |
569     | 0.4688    | 0.4434    |
570     | 0.4688    | 0.4433    |
571     | 0.4688    | 0.4431    |
572     | 0.4688    | 0.443     |
573     | 0.4689    | 0.4429    |
574     | 0.469     | 0.4432    |
575     | 0.4689    | 0.4433    |
576     | 0.4691    | 0.4434    |
577     | 0.4691    | 0.4435    |
578     | 0.4692    | 0.4435    |
579     | 0.4692    | 0.4434    |
580     | 0.4692    | 0.4436    |
581     | 0.4692    | 0.4436    |
582     | 0.4693    | 0.4436    |
583     | 0.4692    | 0.4437    |
584     | 0.4693    | 0.4437    |
585     | 0.4694    | 0.4439    |
586     | 0.4694    | 0.4438    |
587     | 0.4693    | 0.4438    |
588     | 0.4695    | 0.4442    |
589     | 0.4695    | 0.4441    |
590     | 0.4695    | 0.4439    |
591     | 0.4696    | 0.444     |
592     | 0.4696    | 0.4438    |
593     | 0.4697    | 0.444     |
594     | 0.4699    | 0.444     |
595     | 0.4699    | 0.444     |
596     | 0.47      | 0.4441    |
597     | 0.47      | 0.4441    |
598     | 0.47      | 0.4442    |
599     | 0.4703    | 0.4445    |
600     | 0.4703    | 0.4445    |
601     | 0.4703    | 0.4445    |
602     | 0.4702    | 0.4446    |
603     | 0.47      | 0.4447    |
604     | 0.47      | 0.4446    |
605     | 0.47      | 0.4446    |
606     | 0.4701    | 0.4444    |
607     | 0.4701    | 0.4443    |
608     | 0.4701    | 0.4443    |
609     | 0.4702    | 0.4443    |
610     | 0.4701    | 0.4444    |
611     | 0.4703    | 0.4443    |
612     | 0.4704    | 0.4442    |
613     | 0.4704    | 0.4442    |
614     | 0.4704    | 0.4443    |
615     | 0.4704    | 0.4444    |
616     | 0.4705    | 0.4444    |
617     | 0.4705    | 0.4443    |
618     | 0.4705    | 0.4445    |
619     | 0.4706    | 0.4445    |
620     | 0.4706    | 0.4442    |
621     | 0.4706    | 0.4441    |
622     | 0.4706    | 0.444     |
623     | 0.4707    | 0.444     |
624     | 0.4707    | 0.444     |
625     | 0.4707    | 0.444     |
626     | 0.4707    | 0.4438    |
627     | 0.4706    | 0.4439    |
628     | 0.4707    | 0.444     |
629     | 0.4708    | 0.4442    |
630     | 0.4709    | 0.4439    |
631     | 0.4709    | 0.4439    |
632     | 0.4709    | 0.4439    |
633     | 0.4711    | 0.4441    |
634     | 0.4711    | 0.4441    |
635     | 0.4711    | 0.4441    |
636     | 0.471     | 0.4441    |
637     | 0.4711    | 0.4442    |
638     | 0.4711    | 0.4446    |
639     | 0.4711    | 0.4443    |
640     | 0.4714    | 0.4444    |
641     | 0.4715    | 0.4442    |
642     | 0.4715    | 0.4442    |
643     | 0.4714    | 0.4443    |
644     | 0.4714    | 0.4443    |
645     | 0.4714    | 0.4441    |
646     | 0.4714    | 0.444     |
647     | 0.4714    | 0.4439    |
648     | 0.4715    | 0.444     |
649     | 0.4715    | 0.444     |
650     | 0.4715    | 0.4439    |
651     | 0.4715    | 0.444     |
652     | 0.4715    | 0.4443    |
653     | 0.4715    | 0.4443    |
654     | 0.4715    | 0.4444    |
655     | 0.4716    | 0.4444    |
656     | 0.4716    | 0.4444    |
657     | 0.4715    | 0.4444    |
658     | 0.4715    | 0.4444    |
659     | 0.4716    | 0.4447    |
660     | 0.4716    | 0.4447    |
661     | 0.4717    | 0.4447    |
662     | 0.4717    | 0.4447    |
663     | 0.4718    | 0.4446    |
664     | 0.4717    | 0.4446    |
665     | 0.4718    | 0.4448    |
666     | 0.4719    | 0.4451    |
667     | 0.4718    | 0.4452    |
668     | 0.4718    | 0.4452    |
669     | 0.4718    | 0.4452    |
670     | 0.4717    | 0.4451    |
671     | 0.4717    | 0.4451    |
672     | 0.4719    | 0.4451    |
673     | 0.4719    | 0.445     |
674     | 0.472     | 0.445     |
675     | 0.4723    | 0.4454    |
676     | 0.4723    | 0.4454    |
677     | 0.4722    | 0.4451    |
678     | 0.4723    | 0.4452    |
679     | 0.4722    | 0.4452    |
680     | 0.4723    | 0.4452    |
681     | 0.4724    | 0.4451    |
682     | 0.4724    | 0.4452    |
683     | 0.4723    | 0.4452    |
684     | 0.4724    | 0.4452    |
685     | 0.4724    | 0.4452    |
686     | 0.4723    | 0.4453    |
687     | 0.4723    | 0.4452    |
688     | 0.4724    | 0.4451    |
689     | 0.4723    | 0.4451    |
690     | 0.4724    | 0.4451    |
691     | 0.4724    | 0.4451    |
692     | 0.4725    | 0.445     |
693     | 0.4726    | 0.4455    |
694     | 0.4727    | 0.4456    |
695     | 0.4728    | 0.4456    |
696     | 0.4728    | 0.4457    |
697     | 0.4728    | 0.4457    |
698     | 0.4728    | 0.4457    |
699     | 0.4728    | 0.4457    |
700     | 0.4728    | 0.4457    |
701     | 0.4728    | 0.4456    |
702     | 0.4729    | 0.4456    |
703     | 0.473     | 0.4455    |
704     | 0.4729    | 0.4455    |
705     | 0.473     | 0.4456    |
706     | 0.4731    | 0.4456    |
707     | 0.473     | 0.4455    |
708     | 0.4731    | 0.4455    |
709     | 0.4731    | 0.4456    |
710     | 0.4731    | 0.4454    |
711     | 0.4732    | 0.4454    |
712     | 0.4732    | 0.4455    |
713     | 0.4732    | 0.4456    |
714     | 0.4732    | 0.4456    |
715     | 0.4732    | 0.4458    |
716     | 0.4733    | 0.4459    |
717     | 0.4733    | 0.4459    |
718     | 0.4733    | 0.4458    |
719     | 0.4733    | 0.4458    |
720     | 0.4734    | 0.4457    |
721     | 0.4734    | 0.4457    |
722     | 0.4735    | 0.4457    |
723     | 0.4735    | 0.4454    |
724     | 0.4735    | 0.4454    |
725     | 0.4736    | 0.4454    |
726     | 0.4736    | 0.4455    |
727     | 0.4735    | 0.4454    |
728     | 0.4736    | 0.4453    |
729     | 0.4736    | 0.4455    |
730     | 0.4736    | 0.4455    |
731     | 0.4736    | 0.4455    |
732     | 0.4736    | 0.4455    |
733     | 0.4735    | 0.4455    |
734     | 0.4735    | 0.4455    |
735     | 0.4736    | 0.4453    |
736     | 0.4736    | 0.4454    |
737     | 0.4738    | 0.4455    |
738     | 0.4737    | 0.4455    |
739     | 0.4736    | 0.4453    |
740     | 0.4737    | 0.4453    |
741     | 0.4738    | 0.4452    |
742     | 0.4738    | 0.4452    |
743     | 0.4738    | 0.4452    |
744     | 0.4739    | 0.4451    |
745     | 0.4739    | 0.4453    |
746     | 0.4739    | 0.4454    |
747     | 0.4739    | 0.4455    |
748     | 0.4739    | 0.4453    |
749     | 0.4741    | 0.4454    |
750     | 0.4742    | 0.4455    |
751     | 0.4741    | 0.4456    |
752     | 0.4742    | 0.4456    |
753     | 0.4742    | 0.4455    |
754     | 0.4742    | 0.4457    |
755     | 0.4744    | 0.4456    |
756     | 0.4743    | 0.4454    |
757     | 0.4743    | 0.4456    |
758     | 0.4743    | 0.4457    |
759     | 0.4743    | 0.4458    |
760     | 0.4743    | 0.4458    |
761     | 0.4743    | 0.4459    |
762     | 0.4745    | 0.446     |
763     | 0.4745    | 0.446     |
764     | 0.4745    | 0.446     |
765     | 0.4745    | 0.4459    |
766     | 0.4746    | 0.4457    |
767     | 0.4745    | 0.4454    |
768     | 0.4746    | 0.4453    |
769     | 0.4746    | 0.4451    |
770     | 0.4746    | 0.445     |
771     | 0.4746    | 0.4452    |
772     | 0.4746    | 0.4452    |
773     | 0.4746    | 0.4452    |
774     | 0.4746    | 0.4453    |
775     | 0.4746    | 0.4452    |
776     | 0.4746    | 0.4452    |
777     | 0.4746    | 0.445     |
778     | 0.4747    | 0.4452    |
779     | 0.4747    | 0.4453    |
780     | 0.4747    | 0.4454    |
781     | 0.4748    | 0.4454    |
782     | 0.4748    | 0.4454    |
783     | 0.4748    | 0.4454    |
784     | 0.4747    | 0.4455    |
785     | 0.4747    | 0.4454    |
786     | 0.4747    | 0.4455    |
787     | 0.4749    | 0.4458    |
788     | 0.4751    | 0.4457    |
789     | 0.4751    | 0.4457    |
790     | 0.4749    | 0.4459    |
791     | 0.475     | 0.446     |
792     | 0.475     | 0.4459    |
793     | 0.475     | 0.446     |
794     | 0.475     | 0.4459    |
795     | 0.475     | 0.446     |
796     | 0.475     | 0.446     |
797     | 0.475     | 0.446     |
798     | 0.4751    | 0.4462    |
799     | 0.4751    | 0.4462    |
800     | 0.4751    | 0.4462    |
801     | 0.4751    | 0.4462    |
802     | 0.4751    | 0.4462    |
803     | 0.4752    | 0.4462    |
804     | 0.4752    | 0.4461    |
805     | 0.4753    | 0.4461    |
806     | 0.4752    | 0.446     |
807     | 0.4752    | 0.446     |
808     | 0.4752    | 0.446     |
809     | 0.4753    | 0.4459    |
810     | 0.4752    | 0.446     |
811     | 0.4752    | 0.446     |
812     | 0.4751    | 0.446     |
813     | 0.4751    | 0.4461    |
814     | 0.4752    | 0.4458    |
815     | 0.4752    | 0.4457    |
816     | 0.4752    | 0.4457    |
817     | 0.4752    | 0.4457    |
818     | 0.4753    | 0.4458    |
819     | 0.4752    | 0.4459    |
820     | 0.4752    | 0.4459    |
821     | 0.4752    | 0.4458    |
822     | 0.4753    | 0.4457    |
823     | 0.4753    | 0.4457    |
824     | 0.4752    | 0.4457    |
825     | 0.4751    | 0.4458    |
826     | 0.4752    | 0.446     |
827     | 0.4754    | 0.446     |
828     | 0.4755    | 0.446     |
829     | 0.4754    | 0.4459    |
830     | 0.4755    | 0.4459    |
831     | 0.4755    | 0.4459    |
832     | 0.4755    | 0.4459    |
833     | 0.4757    | 0.446     |
834     | 0.4757    | 0.4461    |
835     | 0.4758    | 0.4461    |
836     | 0.4757    | 0.446     |
837     | 0.4757    | 0.4458    |
838     | 0.4758    | 0.4461    |
839     | 0.4756    | 0.4461    |
840     | 0.4759    | 0.4461    |
841     | 0.476     | 0.4461    |
842     | 0.476     | 0.4462    |
843     | 0.476     | 0.4461    |
844     | 0.4761    | 0.4463    |
845     | 0.4761    | 0.4463    |
846     | 0.4762    | 0.4465    |
847     | 0.4762    | 0.4464    |
848     | 0.4761    | 0.4465    |
849     | 0.4762    | 0.4465    |
850     | 0.4763    | 0.4464    |
851     | 0.4763    | 0.4464    |
852     | 0.4763    | 0.4465    |
853     | 0.4763    | 0.4463    |
854     | 0.4763    | 0.4465    |
855     | 0.4763    | 0.4467    |
856     | 0.4763    | 0.4467    |
857     | 0.4764    | 0.4467    |
858     | 0.4764    | 0.4467    |
859     | 0.4764    | 0.4468    |
860     | 0.4763    | 0.4467    |
861     | 0.4764    | 0.4469    |
862     | 0.4764    | 0.4468    |
863     | 0.4765    | 0.4468    |
864     | 0.4765    | 0.4466    |
865     | 0.4766    | 0.4469    |
866     | 0.4767    | 0.4469    |
867     | 0.4766    | 0.4468    |
868     | 0.4766    | 0.4469    |
869     | 0.4766    | 0.4469    |
870     | 0.4766    | 0.4469    |
871     | 0.4767    | 0.4469    |
872     | 0.4767    | 0.4467    |
873     | 0.4767    | 0.4468    |
874     | 0.4767    | 0.4467    |
875     | 0.4767    | 0.4468    |
876     | 0.4767    | 0.4465    |
877     | 0.4767    | 0.4466    |
878     | 0.4767    | 0.4465    |
879     | 0.4767    | 0.4465    |
880     | 0.4767    | 0.4466    |
881     | 0.4767    | 0.4466    |
882     | 0.4767    | 0.4463    |
883     | 0.4768    | 0.4462    |
884     | 0.4769    | 0.4463    |
885     | 0.4769    | 0.4465    |
886     | 0.4769    | 0.4465    |
887     | 0.477     | 0.4465    |
888     | 0.4769    | 0.4468    |
889     | 0.477     | 0.4467    |
890     | 0.477     | 0.4466    |
891     | 0.4771    | 0.4466    |
892     | 0.477     | 0.4467    |
893     | 0.477     | 0.4467    |
894     | 0.4772    | 0.4466    |
895     | 0.4772    | 0.4463    |
896     | 0.4771    | 0.4461    |
897     | 0.4771    | 0.4462    |
898     | 0.4772    | 0.4461    |
899     | 0.4772    | 0.4462    |
900     | 0.4772    | 0.4464    |
901     | 0.4772    | 0.4463    |
902     | 0.4772    | 0.4464    |
903     | 0.4771    | 0.4464    |
904     | 0.4772    | 0.4463    |
905     | 0.4772    | 0.4462    |
906     | 0.4773    | 0.4463    |
907     | 0.4772    | 0.4464    |
908     | 0.4772    | 0.4465    |
909     | 0.4773    | 0.4462    |
910     | 0.4772    | 0.4462    |
911     | 0.4773    | 0.4462    |
912     | 0.4772    | 0.4462    |
913     | 0.4772    | 0.4461    |
914     | 0.4773    | 0.4462    |
915     | 0.4773    | 0.4462    |
916     | 0.4772    | 0.4462    |
917     | 0.4773    | 0.4463    |
918     | 0.4773    | 0.4464    |
919     | 0.4772    | 0.4463    |
920     | 0.4772    | 0.4463    |
921     | 0.4773    | 0.4463    |
922     | 0.4773    | 0.4465    |
923     | 0.4773    | 0.4465    |
924     | 0.4775    | 0.4465    |
925     | 0.4775    | 0.4465    |
926     | 0.4776    | 0.4466    |
927     | 0.4776    | 0.4465    |
928     | 0.4775    | 0.4467    |
929     | 0.4775    | 0.4466    |
930     | 0.4774    | 0.4469    |
931     | 0.4778    | 0.4465    |
932     | 0.4779    | 0.4465    |
933     | 0.4779    | 0.4465    |
934     | 0.4779    | 0.4466    |
935     | 0.4779    | 0.4466    |
936     | 0.4778    | 0.4465    |
937     | 0.4779    | 0.4464    |
938     | 0.4779    | 0.4464    |
939     | 0.4781    | 0.4466    |
940     | 0.4781    | 0.4466    |
941     | 0.4781    | 0.4465    |
942     | 0.4781    | 0.4465    |
943     | 0.478     | 0.4466    |
944     | 0.4779    | 0.4466    |
945     | 0.478     | 0.4467    |
946     | 0.478     | 0.4467    |
947     | 0.4779    | 0.4467    |
948     | 0.4779    | 0.4467    |
949     | 0.478     | 0.4468    |
950     | 0.478     | 0.4468    |
951     | 0.478     | 0.4468    |
952     | 0.4782    | 0.4466    |
953     | 0.4782    | 0.4466    |
954     | 0.4782    | 0.4467    |
955     | 0.4782    | 0.4466    |
956     | 0.4782    | 0.4465    |
957     | 0.4782    | 0.4465    |
958     | 0.4782    | 0.4467    |
959     | 0.4782    | 0.4469    |
960     | 0.4783    | 0.4467    |
961     | 0.4783    | 0.4469    |
962     | 0.4783    | 0.4468    |
963     | 0.4784    | 0.4469    |
964     | 0.4784    | 0.4469    |
965     | 0.4784    | 0.447     |
966     | 0.4784    | 0.447     |
967     | 0.4785    | 0.447     |
968     | 0.4786    | 0.447     |
969     | 0.4787    | 0.447     |
970     | 0.4787    | 0.4471    |
971     | 0.4787    | 0.447     |
972     | 0.4786    | 0.447     |
973     | 0.4787    | 0.4471    |
974     | 0.4787    | 0.447     |
975     | 0.4788    | 0.4472    |
976     | 0.4788    | 0.4472    |
977     | 0.4788    | 0.4471    |
978     | 0.4788    | 0.447     |
979     | 0.4788    | 0.4471    |
980     | 0.4789    | 0.447     |
981     | 0.4788    | 0.447     |
982     | 0.4789    | 0.4471    |
983     | 0.4788    | 0.4471    |
984     | 0.4788    | 0.4471    |
985     | 0.4787    | 0.447     |
986     | 0.4788    | 0.447     |
987     | 0.4788    | 0.4471    |
988     | 0.4787    | 0.4472    |
989     | 0.4788    | 0.4472    |
990     | 0.4789    | 0.4472    |
991     | 0.479     | 0.447     |
992     | 0.479     | 0.4471    |
993     | 0.479     | 0.447     |
994     | 0.4791    | 0.4471    |
995     | 0.479     | 0.447     |
996     | 0.479     | 0.4471    |
997     | 0.4791    | 0.4472    |
998     | 0.4791    | 0.4473    |
999     | 0.4791    | 0.4473    |
1000    | 0.479     | 0.4474    |
---------------------------------
Finished sucessfully.
NDCG@10 on training data: 0.479
NDCG@10 on validation data: 0.4474
---------------------------------
NDCG@10 on test data: 0.4456

Model saved to: mymodel-lm3.txt
